,Target,composition,volume_per_atom,material_id
527,441.585743992222,Cs2TiS3,32.1314194725532,527
1225,501.585739228114,Cs2TlGaF6,20.3140761529865,1225
819,333.585752567616,Cs2ZrCl6,34.9879485459762,819
979,562.585734384605,Cs2ZrF6,21.0557001491812,979
1083,693.58572398297,Cs2ZrO3,22.5925428495153,1083
1214,289.585756061294,Cs2ZrSe3,39.0101927089098,1214
788,980.585701194656,Cs3BAs2,40.867311652982,788
1179,1117.58569031661,Cs3BP2,38.0810011590014,1179
36,69.6372240578896,Cs3Sb,51.1000181500643,36
737,268.585757728732,CsAg3S2,25.1221192882809,737
743,223.585761301813,CsAgCl2,32.9884932930238,743
779,620.585729779301,CsAsF4,22.3950161355887,779
394,65.5857738472961,CsAu,42.0443701868866,394
1142,341.585751932401,CsAu3S2,33.4884283885334,1142
1144,241.58575987258,CsAu3Se2,34.6782913723433,1144
768,236.585760269589,CsAuBr3,36.8691264222306,768
349,335.585752408812,CsAuCl3,32.7096165609559,349
449,191.58576384267,CsAuI3,44.756312064962,449
1259,541.585736052042,CsAuO,28.502202878518,1259
793,231.607604657946,CsAuSe,38.8955281261136,793
752,234.585760428393,CsAuSe3,34.1642805897149,752
712,1384.58566911633,CsBe2BO3F2,14.2531661486347,712
370,1784.58563735561,CsBeH3,22.7603293300253,370
417,549.585735416828,CsBiF6,21.0244939047804,417
482,554.585735019819,CsBiO2,26.0582405415605,482
785,72.5857732914835,CsBr,50.6960954226406,785
296,272.585757411125,CsBrF,32.5119853447103,296
671,581.585732875971,CsBrF6,19.217065698863,671
460,790.585716280996,CsBrO3,21.9612526177867,460
495,221.853739916994,CsCaBr3,38.4721324790933,495
880,436.585744389231,CsCaF3,19.2383054176518,880
831,1220.58568213823,CsCaH3,19.876707814821,831
730,330.585752805821,CsCdAuS2,30.217320425223,730
673,165.175650287612,CsCdBr3,37.1815787873973,673
759,271.585757490527,CsCdCl3,30.2811994294132,759
1044,436.585744389231,CsCdF3,18.9993993213548,1044
276,115.585769877206,CsCl,37.2841146189604,276
710,605.585730970328,CsCu3O2,21.7738136080323,710
970,426.585745183249,CsCu3S2,27.749956081543,970
669,625.585729382292,CsCuO,26.5146550900875,669
711,663.585726365024,CsCuO2,22.5670507105014,711
1055,213.475610098721,CsF,25.3704008331319,1055
637,381.58574875633,CsGaS2,33.1232126814549,637
303,273.585757331723,CsGeCl3,33.607397466926,303
447,160.620206064518,CsGeI3,45.328779405695,447
816,675.585725412203,CsH,28.7251380095732,816
812,3305.58551658549,CsHO,20.5534668957832,812
738,422.016075560332,CsHgF3,20.4378359621628,738
809,61.5857741649032,CsI,60.679401348313,809
304,263.585758125741,CsICl2,38.8242250239899,304
445,754.585719139461,CsIO3,21.9356074802846,445
796,114.585769956608,CsK2Sb,41.9954222916475,796
97,159.585766383528,CsLaCdTe3,41.8893573424186,97
735,247.58575939617,CsLaS2,32.9328962062646,735
343,361.585750344365,CsLiCl2,29.5164150205217,343
489,315.585753996848,CsMgBr3,35.0718457937895,489
305,368.585749788553,CsMgCl3,29.8388416438588,305
490,257.381155760325,CsMgI3,43.2772273537234,490
530,1315.58567459506,CsNO2,21.573411425037,530
1069,195.585763525063,CsNaSe,34.8179378136677,1069
659,173.585765271902,CsNaTe,41.5594349137553,659
733,793.585716042791,CsNaTiO3,16.3573195847021,733
718,1194.9022217453,CsNb(PO4)2,17.5773540414473,718
842,852.45791646431,CsPF6,17.9976490968631,842
642,653.585727159042,CsPS3,33.3690345120752,642
232,366.585749947356,CsPbF3,23.2146781986966,232
1212,73.56765209309,CsRb2Sb,46.500906591462,1212
474,483.585740657347,CsS,44.2329677969177,474
1174,640.585728191265,CsSbF6,19.8938902296776,1174
651,607.585730811524,CsSbO2,25.2431280505321,651
1255,190.002303885001,CsSeBr3,42.7335534936826,1255
736,459.58574256299,CsSnS3,33.0011744651422,736
1256,157.585766542331,CsSrBr3,41.2081327008888,1256
541,1054.16803902008,CsTaN2,22.0050831262439,541
1042,166.585765827715,CsTe,47.6963511666287,1042
791,201.585763048652,CsTeAu,42.930818890308,791
65,199.585763207456,CsYHgSe3,32.9680709154494,65
670,478.585741054356,CsYO2,18.9495458788571,670
342,146.585767415751,Cu2HgI4,34.6196886354835,342
477,602.585731208533,Cu2PbO2,15.5361409830412,477
187,420.58574565966,Cu2SiSe3,21.2559539422455,187
537,491.585740022132,Cu4SnP10,18.296261059908,537
113,689.585724300577,CuBS2,14.2243887224911,113
1207,607.585730811524,CuBSe2,17.2448925533549,1207
320,437.585744309829,CuBiSeO,17.6819004161482,320
290,177.585764954295,CuBr,23.1371293910294,290
291,253.585758919759,CuCl,19.7336913251835,291
281,153.585766859938,CuI,27.9531202847405,281
1130,486.585740419141,CuP2,16.2083496571351,1130
154,691.585724141774,CuRhO2,12.1762074054631,154
1119,504.585738989909,Fe(SiP)4,16.043581509854,1119
227,330.585752805821,FeAs2,15.3352681237432,227
225,468.585741848374,FeP2,12.7151583269114,225
171,447.585743515811,FeS2,13.5701790298036,171
432,427.585745103847,FeSbS,16.691375034099,432
946,310.585754393857,FeSe2,16.6888686777394,946
629,350.585751217785,Ga2HgS4,23.7091944823912,629
197,206.585762651643,Ga2HgTe4,33.7405443755612,197
94,674.585725491604,Ga2O3,10.0683551172114,94
528,391.585747962312,Ga2S3,22.5008631603267,528
122,280.585756775911,Ga2Se3,26.2145186957916,122
580,229.585760825402,Ga2Te3,33.1841603085885,580
353,223.585761301813,Ga2Te5,33.5263016360698,353
407,369.585749709151,Ga2TeS2,26.9325415700446,407
448,273.585757331723,Ga2TeSe2,30.391472658554,448
780,313.585754155651,Ga3Os,18.3529534596637,780
61,614.585730255712,GaAgO2,12.5563309341508,61
660,347.585751455991,GaAgS2,22.2106723851694,660
698,234.585760428393,GaAgSe2,25.8672063404228,698
385,259.585758443348,GaAs,23.7659363225381,385
479,213.585762095831,GaCuI4,40.4345046641812,479
60,679.585725094595,GaCuO2,11.3516517265296,60
657,358.585750582571,GaCuS2,19.0876112626302,657
578,204.585762810447,GaCuTe2,28.1427406689,578
803,634.585728667676,GaF3,12.4007472909306,803
1039,670.585725809211,GaN,11.7402381250492,1039
1095,376.585749153339,GaP,20.8487014866988,1095
850,1147.58568793456,GaPO4,15.9025107892503,850
598,904.585707229192,Ge2N2O,14.2395485485766,598
626,795.585715883987,GeO2,9.74585823976146,626
248,256.585758681554,GePtSe,19.0376361939156,248
1193,806.585715010568,HfGeO4,10.551239753714,1193
1122,239.585760031384,HfNiSn,19.0505764715959,1122
966,759.585718742452,HfO2,12.6908109111453,966
619,1077.58569349268,HfSiO4,10.9846256185614,619
85,197.585763366259,HfSnPd,21.4737668217517,85
573,726.585721362711,Hg(AsO3)2,12.0874520678717,573
525,272.585757411125,Hg2GeSe4,28.3689122611042,525
1016,354.585750900178,HgF2,15.0525981837173,1016
243,204.585762810447,In2HgSe4,30.4990136246944,243
219,166.585765827715,In2HgTe4,37.3661082208492,219
268,583.585732717167,In2O3,13.2828068800456,268
235,571.585733669989,InAgO2,15.4486757662447,235
221,317.585753838044,InAgS2,25.3165994814564,221
873,1309.58567507147,InBO3,10.890368727571,873
263,173.585765271902,InCuTe2,31.1402798399388,263
858,575.585733352382,InF3,16.0459297792897,858
1009,647.585727635453,InGaO3,11.9944630931606,1009
638,2264.58559924275,InHO2,10.379571750527,638
1177,328.585752964624,InP,26.4920669065179,1177
941,1129.58568936379,InPO4,12.6797166821555,941
247,565.5857341464,InPS4,25.7328020419968,247
220,303.585754949669,InS,25.5589742934067,220
1061,442.58574391282,Ir2S3,16.6762604702979,1061
953,227.585760984206,K2AgAs,30.9628669958056,953
420,169.58576558951,K2AgBi,37.210165578826,420
1197,294.585755664285,K2AgP,29.1335687179538,1197
954,195.585763525063,K2AgSb,35.3289143238346,954
1146,624.585729461694,K2AlF5,17.091708112356,1146
1012,282.585756617107,K2As2Pd,29.3075825710676,1012
38,1979.58562187226,K2CN2,18.7241173836252,38
834,1520.58565831769,K2Ca(CO3)2,14.4467055067604,834
178,282.585756617107,K2CuAs,28.5426724907957,178
1053,356.585750741374,K2CuP,26.6272482898047,1053
755,259.585758443348,K2Ga3,28.8925059110923,755
1099,262.585758205143,K2GeAs2,32.0370783272849,1099
973,607.585730811524,K2GeF6,15.2096459139234,973
1181,308.58575455266,K2GeSe3,33.7431045565367,1181
827,1872.58563036826,K2H4Pd,19.1479537843918,827
829,2100.58561226465,K2H6Pt,15.4091513321085,829
375,3637.58549022409,K2HBrO,24.0847679651554,375
801,617.585730017506,K2HgO2,22.6041478161644,801
1208,634.585728667676,K2LiAlF6,12.7256415364599,1208
832,402.585747088892,K2LiAlP2,23.449462754585,832
1010,1531.58565744427,K2Mg(CO3)2,12.6795906956877,1010
403,331.598103364159,K2MgCl4,28.2048516327055,403
516,502.585739148713,K2MgF4,15.5274235238819,516
364,1333.58567316582,K2MgH4,15.9474625934649,364
836,643.58572795306,K2NaAlF6,14.0583259191314,836
255,202.58576296925,K2NaInAs2,30.2685411395841,255
256,261.585758284545,K2NaInP2,28.0332364331056,256
1178,491.585740022132,K2NiP2,24.9110825381289,1178
1182,296.585755505482,K2O,22.7563043144053,1182
396,847.585711755094,K2O2,19.7851758071588,396
911,490.585740101534,K2P2Pd,27.2944632653132,911
1030,505.585738910507,K2P3,29.6781232529923,1030
1180,317.585753838044,K2PAu,29.1544313593193,1180
401,254.585758840357,K2PdBr4,36.1612580688649,401
300,331.585752726419,K2PdCl4,30.8682899648384,300
998,615.58573017631,K2PdF6,15.7886492290485,998
666,549.585735416828,K2PdO2,17.0216051130981,666
405,232.585760587197,K2PtBr4,35.9993279901052,405
1195,1801.58563600578,K2PtC2,24.3868801710053,1195
295,331.585752726419,K2PtCl4,30.7388801644849,295
576,598.585731526141,K2PtF6,15.9631060278095,576
988,351.585751138383,K2PtS2,25.0345492770033,988
1062,208.58576249284,K2PtSe2,28.115114924322,1062
26,184.585764398483,K2S,34.6606628102168,26
957,447.585743515811,K2S3,28.4988130000118,957
1051,125.585769083188,K2Se,38.8995663069758,1051
958,229.585760825402,K2Se3,32.011077799726,958
