composition,material_id,target,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char
Ag3SbS3,227,,Ag3 Sb1 S3,0.1666666666666666,0.3760697709891419,0.349983833604666,0.333558969184682,0.3286694640481166,0.3246950681883937,0.1612903225806451,0.5376344086021505,0.3763440860215054,0.357910906298003,0.337063857801185,0.1612903225806451,0.6736842105263158,0.8613861386138614,0.2277227722772277,0.8075187969924812,0.2294307196562835,0.6736842105263158,0.1278110074872405,0.4969382950208332,0.3691272875335927,0.3142395563989092,0.3195917981342892,0.1278110074872405,0.0982806465756014,0.320536415165175,0.2222557685895736,0.2128640775788707,0.1964287388627474,0.0982806465756014,0.625,0.8823529411764706,0.2941176470588235,0.7784256559766763,0.2908163265306122,0.625,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5238095238095238,0.326530612244898,0.3333333333333333,0.3474178403755869,0.5352112676056338,0.1877934272300469,0.4507042253521127,0.1770623742454728,0.3474178403755869,0.3573667711598746,0.5611285266457681,0.2037617554858934,0.450067174205105,0.1903908898982791,0.3573667711598746,0.5,1.0,0.5,0.7857142857142857,0.4897959183673468,0.5,0.0,0.6666666666666666,0.6666666666666666,0.4017857142857143,0.7346938775510203,0.0,0.0,1.0,1.0,0.5714285714285713,0.9795918367346936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.5,0.3214285714285714,0.3010204081632653,0.2099125364431486,0.1785714285714285,0.0,1.0,1.0,0.4285714285714285,0.9795918367346936,0.0,0.0,0.6,0.6,0.2571428571428572,0.4408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1363636363636363,0.0909090909090909,0.0779220779220779,0.0556586270871985,0.0454545454545454,0.0970715096481271,0.2353688989784335,0.1382973893303064,0.1536314253283606,0.0969598554518288,0.0970715096481271,0.0,0.2804023939895581,0.2804023939895581,0.1201724545669534,0.2746798961530365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995594713656387,0.9823788546255506,0.6828193832599119,0.6526117054751415,0.6052324013305763,0.2995594713656387,0.7857142857142857,0.4017857142857143,0.5714285714285713,0.0,0.1087828541706296,0.0989009092389388
Ga0.4Al0.6P,228,,Ga0.4 Al0.6 P1,0.1666666666666666,0.3657203572101622,0.3494210915381915,0.3545751500582195,0.3654898279849891,0.375873450571467,0.1290322580645161,0.3225806451612903,0.1935483870967742,0.1784946236559139,0.1152688172043011,0.1505376344086021,0.7578947368421053,0.8118811881188119,0.099009900990099,0.8126315789473685,0.1010526315789473,0.8631578947368421,0.1068907296806323,0.2827872647361399,0.1758965350555075,0.1502847565471892,0.1060020065511605,0.123320169391543,0.0758468780437859,0.2413920750645184,0.1655451970207325,0.1273993893394312,0.1367912228701046,0.0796247824226369,0.75,0.8235294117647058,0.1176470588235294,0.7959183673469389,0.1249999999999999,0.875,0.3333333333333333,0.5,0.1666666666666666,0.3666666666666667,0.1066666666666667,0.3333333333333333,0.3568075117370892,0.4272300469483568,0.0704225352112676,0.3906103286384976,0.0676056338028169,0.3568075117370892,0.2570532915360501,0.4388714733542319,0.1818181818181817,0.3605015673981191,0.1567398119122256,0.4388714733542319,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.5,0.3333333333333333,0.375,0.3999999999999999,0.6,0.0,1.0,1.0,0.1999999999999999,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.4285714285714285,0.3571428571428571,0.1785714285714285,0.1999999999999999,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.8,0.3999999999999999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363636363636363,0.2272727272727272,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.1363636363636363,0.0984335981838819,0.1537365547804767,0.0553029565965947,0.1304028971405221,0.0466673152799091,0.1537365547804767,0.0,0.2069272889341653,0.2069272889341653,0.1034636444670826,0.2069272889341653,0.2069272889341653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823788546255506,0.9823788546255506,0.3493392070484581,0.759647577092511,0.0,1.0,0.375,0.1999999999999999,0.0,0.0875366514343081,0.0705050599425279
Tl2Se,229,,Tl2 Se1,0.0833333333333333,0.5789026494498102,0.5635845619183567,0.5676748962979851,0.5761624948553288,0.5837415101915121,0.3548387096774194,0.8602150537634409,0.5053763440860215,0.6917562724014337,0.4492234169653524,0.8602150537634409,0.7894736842105263,0.8712871287128713,0.1287128712871287,0.8350877192982455,0.1216374269005847,0.7894736842105263,0.3208008525052217,0.8369629855395275,0.5161621330343057,0.6649089411947589,0.4588107849193829,0.8369629855395275,0.126015032856479,0.1478055862577743,0.0217905534012953,0.1405420684573426,0.0193693808011514,0.1478055862577743,0.75,0.8823529411764706,0.1764705882352941,0.7959183673469389,0.1666666666666666,0.75,0.5,0.8333333333333334,0.3333333333333333,0.7222222222222222,0.2962962962962963,0.8333333333333334,0.4178403755868544,0.5352112676056338,0.1173708920187793,0.4960876369327073,0.1043296817944705,0.5352112676056338,0.2601880877742947,0.5517241379310345,0.2915360501567396,0.3573667711598746,0.2591431556948797,0.2601880877742947,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.6666666666666666,0.5,0.375,0.5333333333333332,0.2,1.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.8888888888888886,1.0,0.5357142857142857,0.9285714285714286,0.3928571428571428,0.7976190476190474,0.3492063492063492,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.8,0.5333333333333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.2272727272727272,0.1363636363636363,0.1818181818181818,0.1212121212121212,0.2272727272727272,0.1841543700340522,0.193144154370034,0.0089897843359818,0.1901475595913734,0.0079909194097616,0.193144154370034,0.0,0.1017445562205526,0.1017445562205526,0.0339148520735175,0.0904396055293801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052863436123348,0.8458149779735683,0.7929515418502202,0.5814977973568282,0.7048458149779736,0.8458149779735683,1.0,0.375,0.9999999999999998,0.6666666666666666,0.2110216331612129,0.1875747850321892
RbInTe3O8,230,,Rb1 In1 Te3 O8,0.25,0.4479606905507063,0.4688394663989559,0.4961322316458552,0.5099832067638829,0.51961218416644,0.075268817204301,0.5483870967741935,0.4731182795698925,0.2423490488006617,0.4112744162371954,0.075268817204301,0.031578947368421,0.8811881188118812,0.8514851485148515,0.8356275303643725,0.264839613827468,0.9052631578947368,0.0616952669153057,0.5209720021304399,0.4592767352151342,0.2209561845828972,0.3920268742586868,0.0616952669153057,0.0107088755811908,0.1860466947931079,0.175337819211917,0.0639470952020998,0.131047925220699,0.0107088755811908,0.0,0.8823529411764706,0.8823529411764706,0.8335949764521194,0.2928994082840236,0.9375,0.1666666666666666,0.6666666666666666,0.5,0.358974358974359,0.4733727810650887,0.1666666666666666,0.1643192488262911,0.8873239436619719,0.7230046948356808,0.3253882267966775,0.3964774842347973,0.1643192488262911,0.0094043887147335,0.8307210031347962,0.8213166144200628,0.6305763202314925,0.4926638348389011,0.8307210031347962,0.5,1.0,0.5,0.9615384615384616,0.1420118343195264,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6490384615384616,0.3644970414201182,0.8,0.0,1.0,1.0,0.3076923076923076,0.8520710059171597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.5357142857142857,0.2664835164835165,0.2983939137785291,0.1785714285714285,0.0,1.0,1.0,0.0769230769230769,0.2840236686390531,0.0,0.0,1.0,1.0,0.4153846153846154,0.1798816568047337,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.2272727272727272,0.1818181818181818,0.0979020979020979,0.0398063474986551,0.0909090909090909,0.0314642451759364,0.7725993189557321,0.7411350737797956,0.1528280799789749,0.2987417472074793,0.0314642451759364,0.0,0.0590856997325862,0.0590856997325862,0.0136351614767506,0.0419543430053867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440528634361233,1.0,0.9559471365638766,0.3029481531684174,0.6372807131871856,0.0440528634361233,0.9615384615384616,0.6490384615384616,0.3076923076923076,0.0,0.8901554885671652,0.5269488285580024
K2RbSb,231,,K2 Rb1 Sb1,0.1666666666666666,0.358991629407657,0.3433370234366495,0.3514152421259991,0.3642390484459602,0.3756122117844676,0.1935483870967742,0.5376344086021505,0.3440860215053763,0.3279569892473118,0.2688172043010752,0.1935483870967742,0.0210526315789473,0.8316831683168316,0.8118811881188119,0.2394736842105263,0.6447368421052632,0.0210526315789473,0.1567555746471716,0.4969382950208332,0.3401827203736615,0.2895080604691363,0.2655049716439294,0.1567555746471716,0.0783541043688746,0.2335973578297659,0.1552432534608912,0.1203245479772853,0.1132728098524805,0.0846733648552503,0.0,0.8235294117647058,0.8235294117647058,0.2142857142857143,0.6562499999999999,0.0,0.5,0.6666666666666666,0.1666666666666666,0.5833333333333334,0.1666666666666666,0.5,0.5070422535211268,0.8873239436619719,0.380281690140845,0.7523474178403756,0.2453051643192488,0.8075117370892019,0.0094043887147335,0.3949843260188087,0.3855799373040752,0.1057993730407523,0.2891849529780563,0.0094043887147335,0.5,1.0,0.5,0.625,0.3749999999999999,0.5,0.0,0.5,0.5,0.140625,0.4499999999999999,0.0,0.0,1.0,1.0,0.2499999999999999,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.125,0.375,0.0,0.0,1.0,1.0,0.75,0.7499999999999999,1.0,0.0,0.6,0.6,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1363636363636363,0.0909090909090909,0.0681818181818181,0.0681818181818181,0.0454545454545454,0.2353688989784335,0.7725993189557321,0.5372304199772986,0.5583106318578887,0.3229417328794551,0.6126371547486946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7224669603524229,1.0,0.2775330396475771,0.9306167400881056,0.2081497797356828,1.0,0.625,0.140625,0.2499999999999999,0.0,0.3417695179579219,0.2563271384684411
Ga2Te3,232,,Ga2 Te3,0.0833333333333333,0.5388081823366341,0.5078681911064612,0.4944621623096913,0.4964991602495499,0.5016818381705809,0.3225806451612903,0.5483870967741935,0.2258064516129032,0.4580645161290322,0.2167741935483871,0.5483870967741935,0.7684210526315789,0.8811881188118812,0.1584158415841584,0.8694736842105263,0.1616842105263158,0.936842105263158,0.2827872647361399,0.5209720021304399,0.2381847373943,0.4256981071727199,0.228657347898528,0.5209720021304399,0.0758468780437859,0.1860466947931079,0.110199816749322,0.1419667680933791,0.1057918240793491,0.1860466947931079,0.75,0.8823529411764706,0.1764705882352941,0.8448979591836736,0.1799999999999999,0.9375,0.5,0.6666666666666666,0.1666666666666666,0.6,0.16,0.6666666666666666,0.4272300469483568,0.5023474178403756,0.0751173708920187,0.4723004694835681,0.072112676056338,0.5023474178403756,0.3197492163009404,0.4106583072100314,0.0909090909090909,0.3742946708463951,0.0872727272727272,0.4106583072100314,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.6666666666666666,0.5,0.525,0.5759999999999998,0.8,1.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.5357142857142857,0.1071428571428571,0.4928571428571429,0.1028571428571428,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.64,0.5759999999999998,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.2272727272727272,0.1363636363636363,0.1454545454545454,0.1309090909090909,0.0909090909090909,0.1200227014755959,0.2644570563750283,0.1444343548994324,0.2066833144152554,0.1386569807034551,0.2644570563750283,0.0,0.0590856997325862,0.0590856997325862,0.0354514198395517,0.0567222717432827,0.0590856997325862,0.0,0.0,0.0,0.0,0.0,0.0,0.2731277533039647,0.6607929515418502,0.3876651982378855,0.505726872246696,0.37215859030837,0.6607929515418502,1.0,0.525,0.9999999999999998,0.0,0.0225790944475595,0.0216759306696572
CdIn2Te4,233,,Cd1 In2 Te4,0.1666666666666666,0.428910871632963,0.4265098970950853,0.4419801757855924,0.4546673650356186,0.4647757465459656,0.5053763440860215,0.5483870967741935,0.043010752688172,0.533026113671275,0.0351108185209567,0.5483870967741935,0.7263157894736842,0.8811881188118812,0.198019801980198,0.8616541353383459,0.1718582169709989,0.936842105263158,0.4584637868414301,0.5209720021304399,0.0625082152890098,0.4970129594240356,0.0547635261860668,0.5209720021304399,0.1091470442295726,0.1860466947931079,0.0768996505635352,0.1592581910540214,0.0612308656893404,0.1860466947931079,0.6875,0.8823529411764706,0.2352941176470588,0.8309037900874636,0.2040816326530611,0.9375,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.5023474178403756,0.5305164319248826,0.028169014084507,0.5117370892018779,0.0214621059691482,0.5023474178403756,0.2821316614420062,0.4106583072100314,0.1285266457680251,0.3636363636363636,0.1074787281683833,0.4106583072100314,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.4821428571428572,0.6530612244897959,0.8,1.0,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571428571428,0.5357142857142857,0.1428571428571428,0.4846938775510204,0.1166180758017492,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5142857142857145,0.5551020408163264,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727272,0.2272727272727272,0.1168831168831169,0.1261595547309833,0.0909090909090909,0.1258115777525539,0.2644570563750283,0.1386454786224744,0.2174001405327711,0.107558664782302,0.2644570563750283,0.0,0.0590856997325862,0.0590856997325862,0.0337632569900493,0.0578798691257988,0.0590856997325862,0.0,0.0,0.0,0.0,0.0,0.0,0.6035242290748899,0.8458149779735683,0.2422907488986784,0.6708621774701069,0.0999730288591206,0.6607929515418502,1.0,0.4821428571428572,0.9999999999999998,0.0,0.0446624049384636,0.0328553415288389
PbO2,234,,Pb1 O2,0.0833333333333333,0.5789026494498102,0.5635845619183567,0.5676748962979851,0.5761624948553288,0.5837415101915121,0.075268817204301,0.8709677419354839,0.7956989247311828,0.3405017921146953,0.7072879330943846,0.075268817204301,0.8421052631578947,0.8514851485148515,0.0594059405940594,0.8842105263157894,0.0561403508771929,0.9052631578947368,0.0616952669153057,0.8485547223230256,0.78685945540772,0.3239817520512123,0.6994306270290843,0.0616952669153057,0.0107088755811908,0.154004079821685,0.1432952042404942,0.0584739436613555,0.1273735148804393,0.0107088755811908,0.8125,0.8823529411764706,0.1176470588235294,0.8775510204081634,0.111111111111111,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3888888888888888,0.5925925925925927,0.1666666666666666,0.1643192488262911,0.539906103286385,0.3755868544600939,0.2895148669796558,0.3338549817423057,0.1643192488262911,0.4827586206896552,0.8307210031347962,0.3479623824451411,0.7147335423197493,0.309299895506792,0.8307210031347962,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.6666666666666666,0.3333333333333333,0.625,0.3555555555555554,0.8,0.0,1.0,1.0,0.3333333333333332,0.8888888888888886,0.0,0.0,1.0,1.0,0.3333333333333333,0.8888888888888886,0.0,0.1785714285714285,0.9642857142857144,0.7857142857142857,0.4404761904761905,0.6984126984126986,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.5333333333333333,0.3555555555555554,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.1212121212121212,0.0808080808080808,0.0909090909090909,0.0314642451759364,0.2040408626560726,0.1725766174801362,0.0889897843359818,0.153401437760121,0.0314642451759364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440528634361233,0.9823788546255506,0.9383259911894272,0.356828193832599,0.8340675477239355,0.0440528634361233,1.0,0.625,0.3333333333333332,0.3333333333333333,0.2877019259996847,0.2557350453330531
AgFeTe2,235,,Ag1 Fe1 Te2,0.1666666666666666,0.358991629407657,0.3433370234366495,0.3514152421259991,0.3642390484459602,0.3756122117844676,0.2688172043010752,0.5483870967741935,0.2795698924731182,0.4650537634408602,0.1962365591397849,0.5483870967741935,0.5684210526315789,0.8811881188118812,0.3465346534653465,0.7789473684210526,0.3157894736842105,0.936842105263158,0.2256742874643723,0.5209720021304399,0.2952977146660676,0.4268467043737972,0.2011724169094249,0.5209720021304399,0.1860466947931079,0.4717759826095632,0.2857292878164553,0.2911014468402385,0.2101095040942612,0.1860466947931079,0.4375,0.8823529411764706,0.4705882352941176,0.7193877551020409,0.4062499999999999,0.9375,0.5,0.6666666666666666,0.1666666666666666,0.625,0.125,0.6666666666666666,0.4741784037558685,0.5352112676056338,0.0610328638497652,0.5035211267605634,0.0316901408450704,0.5023474178403756,0.3260188087774295,0.4106583072100314,0.0846394984326018,0.3761755485893417,0.0689655172413793,0.4106583072100314,0.5,1.0,0.5,0.875,0.3749999999999999,1.0,0.0,0.6666666666666666,0.6666666666666666,0.375,0.7999999999999998,0.8,0.6,1.0,0.4,0.8999999999999998,0.2999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5357142857142857,0.2857142857142857,0.4196428571428571,0.2321428571428571,0.5357142857142857,0.0,1.0,1.0,0.25,0.7499999999999999,0.0,0.0,0.4,0.4,0.2,0.3999999999999999,0.4,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.1818181818181818,0.1363636363636363,0.1022727272727272,0.0795454545454545,0.0909090909090909,0.0462202043132803,0.2644570563750283,0.218236852061748,0.168051456677866,0.1928111993943246,0.2644570563750283,0.0,0.0590856997325862,0.0590856997325862,0.0295428498662931,0.0590856997325862,0.0590856997325862,0.0,1.0,1.0,0.25,0.7499999999999997,0.0,0.6607929515418502,1.0,0.3392070484581498,0.8259911894273126,0.3303964757709251,0.6607929515418502,0.875,0.375,0.8999999999999998,0.0,0.0195994586632561,0.014383481879999
TlCl,236,,Tl1 Cl1,0.0833333333333333,0.5156510469368579,0.473351125919995,0.4410401285647924,0.4291493275562995,0.4203135646900318,0.1720430107526881,0.8602150537634409,0.6881720430107527,0.5161290322580645,0.6881720430107527,0.1720430107526881,0.7894736842105263,0.9207920792079208,0.1782178217821782,0.8842105263157894,0.1894736842105263,0.7894736842105263,0.1417538498994576,0.8369629855395275,0.6952091356400698,0.4893584177194925,0.6952091356400698,0.1417538498994576,0.0413731724157847,0.1478055862577743,0.1064324138419896,0.0945893793367795,0.1064324138419896,0.0413731724157847,0.75,0.9411764705882352,0.2352941176470588,0.8571428571428572,0.2499999999999999,0.75,0.3333333333333333,0.8333333333333334,0.5,0.5833333333333334,0.5,0.3333333333333333,0.3333333333333333,0.5352112676056338,0.2018779342723004,0.4342723004694835,0.2018779342723004,0.3333333333333333,0.2601880877742947,0.7429467084639498,0.4827586206896552,0.5015673981191223,0.4827586206896552,0.2601880877742947,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.8333333333333334,0.6666666666666666,0.5625,0.7999999999999998,0.2,0.0,1.0,1.0,0.4999999999999999,0.9999999999999998,0.0,0.0,1.0,1.0,0.4999999999999999,1.0,0.0,0.2142857142857142,0.9285714285714286,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,0.6,0.7999999999999998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.2272727272727272,0.1818181818181818,0.1363636363636363,0.1818181818181818,0.0454545454545454,0.1712372304199773,0.193144154370034,0.0219069239500567,0.1821906923950056,0.0219069239500567,0.1712372304199773,0.0,0.3174582961925379,0.3174582961925379,0.1587291480962689,0.3174582961925379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731277533039647,0.8458149779735683,0.5726872246696035,0.5594713656387664,0.5726872246696035,0.2731277533039647,1.0,0.5625,0.4999999999999999,0.4999999999999999,0.4854064157418837,0.4854064157418836
Li2WTeO6,238,,Li2 W1 Te1 O6,0.25,0.4180303780370116,0.4436903085536562,0.4754123169620974,0.4903116901459736,0.5003935470554584,0.021505376344086,0.7849462365591398,0.7634408602150538,0.1827956989247312,0.3870967741935484,0.075268817204301,0.0,0.8811881188118812,0.8811881188118812,0.6894736842105263,0.6168421052631579,0.9052631578947368,0.024416682586254,0.7524198938845985,0.7280032112983444,0.1692396862679381,0.3739650093916648,0.0616952669153057,0.0107088755811908,0.966395291140171,0.9556864155589804,0.1447559589287449,0.3451720272303156,0.0107088755811908,0.0,0.8823529411764706,0.8823529411764706,0.6734693877551021,0.6999999999999998,0.9375,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.2833333333333334,0.3733333333333333,0.1666666666666666,0.1643192488262911,0.6150234741784038,0.4507042253521127,0.3014084507042253,0.3290140845070422,0.1643192488262911,0.0595611285266457,0.8307210031347962,0.7711598746081505,0.6006269592476491,0.5522257053291536,0.8307210031347962,0.5,1.0,0.5,0.9,0.3199999999999998,1.0,0.0,0.6666666666666666,0.6666666666666666,0.525,0.6719999999999997,0.8,0.0,1.0,1.0,0.1399999999999999,0.4479999999999999,0.0,0.0,1.0,1.0,0.0999999999999999,0.3599999999999999,0.0,0.0,0.6785714285714286,0.6785714285714286,0.2285714285714286,0.3028571428571429,0.1785714285714285,0.0,1.0,1.0,0.2,0.6399999999999999,0.0,0.0,0.4,0.4,0.2799999999999999,0.3359999999999999,0.4,0.0,0.6666666666666666,0.6666666666666666,0.0666666666666666,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.2727272727272727,0.2272727272727272,0.1,0.0690909090909091,0.0909090909090909,0.0314642451759364,0.2644570563750283,0.2329928111990919,0.0746696935299886,0.1036930760497252,0.0314642451759364,0.0,0.0590856997325862,0.0590856997325862,0.0059085699732586,0.021270851903731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440528634361233,1.0,0.9559471365638766,0.3925110132158589,0.8362995594713657,0.0440528634361233,0.9,0.525,0.1399999999999999,0.0999999999999999,0.8461982689308911,0.6232394539423483
